ad_slot_id,ctr,count
mm_31505927_3007799_10855967,0.020979,143
3992070475,0.0208333,48
mm_10064548_2442262_9520527,0.0206897,145
3686408317,0.0204082,49
237319993,0.0204082,49
583095147,0.02,50
302244256,0.02,50
3087664202,0.0196078,51
4108514846,0.0192308,52
mm_14539978_2071324_8620425,0.0188976,635
297584742,0.0188679,53
3909465887,0.0188679,53
1253727213,0.0188679,53
371196872,0.0183486,218
mm_35660125_3480671_11352069,0.0176991,113
mm_40468498_3493773_11415894,0.0175879,398
2201128647,0.0172414,58
mm_10487706_3478158_11368840,0.0171821,291
250351813,0.0169492,59
2660472611,0.0169492,59
3782299628,0.0169492,59
mm_32882351_3400170_10947531,0.0167598,1432
1301186138,0.0166667,180
mm_10064548_2442262_10913449,0.0166667,120
3948105403,0.0166667,60
74165154,0.0163934,61
3811126145,0.016129,62
mm_10904790_918274_9525835,0.016129,62
mm_10044540_138332_9485504,0.016129,62
1407539317,0.016129,62
1576924683,0.015873,63
3091358720,0.015873,63
mm_11596315_1356062_3304585,0.0158103,253
mm_29625380_3451648_11208582,0.0152672,131
4043331344,0.0151515,66
3487428962,0.0149254,67
2297289464,0.0147059,68
Digital_Width5,0.0144928,69
241111850,0.0140845,71
2088727178,0.0138889,72
3477583484,0.0138889,72
mm_35660125_3480671_11363943,0.0136986,146
mm_10079401_3423003_11112648,0.0136986,73
mm_30232185_2681382_10168037,0.0133333,75
1747048575,0.0133333,75
1099272137,0.0131579,76
mm_10025038_2684072_11074162,0.0131579,76
3241774527,0.0131579,76
2073972159,0.012987,77
2310245989,0.012987,77
1689423769,0.012987,77
mm_12746233_3512244_11516191,0.0128205,78
1779365893,0.0128205,78
mm_10958412_2678824_10168899,0.0126582,79
mm_12378058_2087628_10887095,0.0125,80
Lady_Width2,0.0125,80
1624634355,0.0123457,81
2189814443,0.0121212,165
2293897839,0.0119048,84
3888797887,0.0114943,87
mm_10007936_104767_9744691,0.0114943,174
2086565707,0.011236,89
mm_32811563_3343505_10972125,0.0110897,2074
3338070058,0.010989,91
58895950,0.0109091,275
2349649734,0.0106383,188
mm_32477006_3266529_10681904,0.0106383,188
633766290,0.0105263,95
3080774166,0.0105263,190
3975575239,0.0104712,191
688194107,0.0103093,97
mm_12063206_2748397_11418355,0.0101523,197
2309465001,0.010101,99
mm_26596587_2456860_10352729,0.010101,198
986161559,0.01,100
mm_11596315_1356062_10178701,0.00995025,201
mm_11226918_3459901_11252208,0.00977869,1943
2979329960,0.00952381,105
mm_10223665_270753_9415399,0.00943396,212
mm_10583464_1620744_11109722,0.00934579,107
mm_11677024_3026182_10928863,0.00925926,108
mm_28421483_2539864_13022434,0.00917431,109
mm_10012196_3422323_11070581,0.00884956,113
mm_14338985_3499432_11444375,0.00884956,113
1163651500,0.00877193,342
3200656893,0.00869565,115
2722224959,0.00847458,118
3032156725,0.00840336,119
mm_10001929_1631077_11296950,0.00840336,119
mm_10623987_2192716_13034188,0.00838574,477
Tech_jd_Width1,0.00833333,120
1306474932,0.00831025,361
2602464354,0.00826446,121
mm_29939982_2608469_9578910,0.00813559,4425
3616874719,0.00801425,1123
138536912,0.008,125
200885631,0.00793651,126
mm_10640858_3484945_11376528,0.00787402,127
2874456414,0.00787402,127
555308533,0.0078125,128
3302303330,0.0078125,128
mm_11548883_2385213_9505232,0.0078125,256
841165205,0.00775194,129
222060602,0.00769231,130
2651941174,0.00763359,131
mm_17077592_3409618_13056998,0.00760456,263
841448382,0.00757576,132
mm_10006823_104072_11207659,0.0075188,532
mm_11677024_3398063_10926869,0.00746269,134
964343072,0.00740741,135
2801334500,0.00735294,136
mm_10277709_2522943_9983075,0.00732601,546
Tech_download_Width1,0.00729927,274
175054016,0.00722022,277
mm_12746233_3512244_13048300,0.00719424,278
3159249429,0.00717703,418
mm_29637155_2534111_11214882,0.00714286,280
2804913719,0.0070922,141
984159269,0.0070922,141
3599678712,0.00699301,143
Baby_F_Upright,0.00699301,143
3868482023,0.00699301,143
mm_32223563_3303543_11002732,0.00681818,440
2041217919,0.00675676,148
3912949065,0.00657895,152
mm_26021591_3154336_10562784,0.00653595,153
mm_14058723_2312906_11183323,0.00649351,154
mm_10065060_2407762_11084945,0.00632911,158
mm_35672847_3481029_11390594,0.00632911,158
346293618,0.00632911,158
mm_29789602_2568845_9539609,0.00632911,158
mm_29966582_2639804_9621370,0.00621118,1288
2973926062,0.00621118,161
1957123273,0.00615385,325
4186095707,0.00609756,164
1038328484,0.0060241,166
mm_10714627_1377622_13064520,0.0059988,1667
mm_10489728_556314_9983197,0.00598802,334
mm_11433910_2023830_9512780,0.00593472,337
mm_30232185_2681382_11159593,0.00590551,1016
3108729624,0.00588235,170
2506312357,0.00584795,171
617304239,0.00584795,171
2715149363,0.00578035,173
2991953646,0.00574713,174
2549557310,0.00571429,175
3814439907,0.00569801,702
mm_13008497_2359904_9681009,0.00569801,351
120427648,0.00568182,176
1009569115,0.00558659,179
mm_10009348_105569_11152290,0.00540541,185
mm_16129824_2393751_11394833,0.00540541,185
mm_10969886_1502324_10263095,0.00533867,2997
3308395161,0.0052356,191
2229231492,0.0052356,382
mm_12461596_2409002_11108784,0.00518135,193
mm_10027070_118039_10008357,0.00512821,3900
mm_33582141_3446473_11181586,0.00510204,196
4232158141,0.00508906,393
4252885443,0.00503778,397
1017486402,0.00502513,199
1024410054,0.00497512,201
2394251499,0.00487805,205
2126361511,0.00480769,208
mm_10027070_2459574_10817902,0.00475813,7566
255411559,0.00475059,421
mm_30232185_2681382_11184930,0.00473186,634
631851228,0.00471698,212
2458824437,0.00469484,852
mm_40162992_3493735_11415591,0.00462963,216
821349604,0.00460829,217
mm_40427228_3493209_11412572,0.00457875,1092
mm_11835405_1866423_10764222,0.00454545,220
mm_10113468_2400076_9239118,0.00444444,450
3794295835,0.00442478,226
2490814236,0.00441826,1358
2598850470,0.00440529,227
3397449131,0.00440529,227
mm_13087935_2078460_8374314,0.00440286,16353
mm_10026193_126353_10781587,0.00436681,229
mm_30232185_2681387_10175348,0.00436137,1605
mm_13724917_2536217_11072507,0.00434783,230
mm_10748135_3426740_11091239,0.004329,231
Fashion_MR_Width2,0.00431034,232
3631707110,0.00428266,467
mm_11433910_2023830_9476009,0.00424628,471
685592280,0.00422833,946
303776442,0.00420168,238
mm_14260152_3191450_11075439,0.0041841,478
3114609759,0.00408163,245
4182601150,0.00404858,247
3178908714,0.00404858,247
mm_28226640_3432692_11165082,0.00401606,249
1818976144,0.004,250
mm_10748135_3426732_11091635,0.004,250
1361152813,0.00398406,502
463662836,0.00398406,251
3901871099,0.00390625,256
mm_31490035_2989693_10123049,0.00384615,260
mm_30232185_2768107_11226922,0.00379747,790
mm_30061980_2651856_10891349,0.00373134,268
12428473,0.00373134,268
243851489,0.00371747,269
848386450,0.00371747,269
Tech_F_Rectangle,0.0037037,540
277316947,0.00369004,271
3314119111,0.00364964,274
mm_10869020_2424426_10057997,0.00361664,553
2397686634,0.00359712,278
2502424738,0.00358423,279
3601745222,0.00355872,281
mm_33752095_3451467_11207654,0.0035461,564
2742850717,0.00353357,283
1845415054,0.00343053,583
mm_29607882_2517581_9469632,0.00341297,293
Digital_Rectangle3,0.00340136,294
2489525014,0.00337838,296
tips_F_Rectangle1,0.00336323,8920
78943043,0.00334448,299
mm_29490811_2477810_9426317,0.00333333,300
mm_31698573_3051380_11390850,0.00332226,301
mm_40692858_3499078_11444270,0.00332226,301
2880970775,0.00328587,913
mm_29678497_2537563_11226083,0.00323276,928
838351309,0.00322581,310
mm_29322163_2455569_9398882,0.00319489,313
mm_30657328_2767449_10470467,0.0031746,630
2079275299,0.0031746,315
1361639721,0.00314465,318
3129330313,0.003125,320
3372014471,0.00310559,322
1445856080,0.00310559,322
3551071990,0.00299401,334
4176417432,0.00296736,337
3777610380,0.00285714,350
124449676,0.00284091,704
2669414536,0.00276243,362
mm_23161846_2367586_10167726,0.00273224,366
mm_10012196_2209563_9384173,0.00271739,736
mm_12581624_3138783_11005213,0.00271739,368
mm_10052906_2483552_9508057,0.0027027,740
mm_10011262_3096912_10334219,0.0027027,370
mm_16135210_3475628_11328387,0.00269542,371
979051993,0.00268817,744
919631804,0.0026738,374
1852839431,0.00266667,375
mm_25324927_2352207_11252027,0.00265957,752
354388364,0.00265252,377
mm_10032051_2374052_9428667,0.00263158,4180
1601924640,0.00262467,381
mm_10052906_2483552_9508059,0.00260417,384
4224166605,0.0025974,770
3536475122,0.00258398,387
mm_29869992_2593284_10557560,0.00257732,776
mm_40468498_3493773_11415940,0.00257069,389
mm_29607882_2517567_9469600,0.00255754,391
mm_14300749_2220747_9573579,0.00252467,4357
2006366309,0.00251762,1986
mm_31490035_2989693_10121481,0.002457,407
mm_12990852_3067164_10344354,0.00244948,1633
2675595568,0.00243902,410
1545254010,0.00240964,415
731587965,0.00240385,416
mm_10065060_2407762_11003286,0.00239234,418
mm_33393821_3412738_11142895,0.00236967,422
mm_10940313_2385551_10777037,0.00231481,432
mm_29637155_2534111_11197917,0.00230947,433
2884791033,0.00221239,452
932233619,0.00220751,453
mm_14488865_2062466_9285459,0.00219459,2734
3326401067,0.00216685,923
1154318551,0.00215983,463
mm_11402872_1272384_11256666,0.00215252,3252
Book_DT_Width1,0.0021322,469
2473484739,0.00212766,470
mm_10006823_104072_2808277,0.00209205,478
mm_31128771_2905996_9998340,0.00207469,482
593718700,0.00206612,968
1307147556,0.00205761,486
2170282739,0.00204499,489
mm_13291696_2517241_11440992,0.00204082,490
917391863,0.00203666,982
3489547802,0.0020284,493
mm_15191080_2147689_9068851,0.00200092,32485
3473862000,0.002,500
mm_12062233_2267501_10873713,0.00198151,1514
1900891732,0.00194175,1030
mm_29512587_2494707_11117724,0.00192308,520
3076506563,0.00191663,2087
1414210474,0.00191571,522
1272308901,0.00191205,523
Tech_bottom_Width,0.00189573,1055
3807440656,0.00189036,1058
1638979326,0.00188324,531
1010801181,0.00185529,539
mm_33525363_3418064_13064226,0.00183824,544
1448785772,0.00178571,560
2702976201,0.00177778,1125
1159235453,0.00176056,568
1065835138,0.00175439,570
1528566466,0.00174064,1149
477946803,0.00172414,1160
mm_40427228_3493209_11412571,0.00172117,4067
mm_30878037_2888962_9959968,0.0017094,585
mm_14260152_3191450_11117661,0.00170358,587
mm_10028331_120124_10852228,0.00169492,1770
3146330128,0.00168067,595
139585019,0.00162866,614
4264466567,0.00162075,617
2883775933,0.00161551,619
3151450371,0.00159872,1251
478548526,0.0015949,627
699268413,0.00158646,1891
Astro_2nd_Width1,0.00158228,632
1834613751,0.00155039,645
3941545033,0.00153531,1954
mm_10008787_2640448_10277765,0.00152905,654
mm_11596315_1356062_9260966,0.00150602,664
Lady_F_Rectangle,0.00147257,8149
1333987653,0.00145773,686
914668717,0.00145773,686
1999169629,0.00143833,2781
1201497959,0.0014245,702
3663897446,0.00142045,704
mm_34061467_3440569_11228047,0.00142045,704
mm_10027070_118039_9659846,0.00140614,12801
mm_37227883_3484494_11371704,0.00139082,2876
2575460527,0.00138408,1445
1234263111,0.00137741,726
1,0.00137646,1453
542044749,0.00134228,745
mm_29966582_2639804_11338340,0.0012987,770
tips_F_Width1,0.00129436,18542
mm_13191834_1851175_8645587,0.00126422,791
1493268197,0.00125615,9553
3676949545,0.00124378,804
mm_10032880_3424173_11079150,0.00122249,1636
2708187793,0.00120627,829
Finance_F_bottom_Width,0.00118906,1682
mm_33556857_3419556_11056138,0.00116279,860
mm_11029759_2321526_9427924,0.00116144,8610
mm_14539978_2071324_8463350,0.00113798,10545
mm_27818366_2409256_10288766,0.00113122,884
2483895242,0.00113029,9732
mm_12461596_2409002_11048653,0.0011274,887
3622647553,0.00112613,888
Edu_F_Rectangle,0.00111865,13409
4120897420,0.00110988,901
mm_10032051_2374052_9214603,0.0010846,4610
mm_40135906_3486753_11388735,0.00108225,924
Reading_F_Rectangle,0.00107724,9283
mm_12431063_3028982_10198617,0.00107181,1866
mm_40967948_3502251_11460904,0.00106326,1881
2536830969,0.00103824,5779
mm_31442535_2978450_10100705,0.00103573,1931
mm_27762412_2408764_9264484,0.0010352,966
mm_10006435_107390_9388890,0.00102881,1944
News_Width3,0.00101885,1963
Reading_F_Width1,0.00100033,2999
ALLINONE_F_Width1,0.000987971,317823
mm_18021524_3152351_11002777,0.000969932,1031
News_F_Rectangle,0.000964665,27989
433287550,0.000960307,3124
2345458964,0.000958773,1043
2999499097,0.000957854,1044
mm_10969886_2402224_9301645,0.00093985,2128
1074451248,0.000933582,7498
2906206254,0.000926784,1079
182268559,0.000919118,1088
Sports_NBA_Width1A,0.000917221,4361
mm_25709592_2363633_11255397,0.000915751,1092
1490193681,0.000913242,1095
546958357,0.000910747,1098
1060859058,0.000910747,1098
3495209055,0.000910747,1098
News_Pic_Width1,0.000909918,1099
mm_14539978_2071324_8355258,0.000886328,9026
4023454776,0.000863558,2316
773007655,0.000857633,1166
149643029,0.000856164,1168
mm_11402872_1272384_3182279,0.000839739,15481
Sports_F_Width1,0.000821307,8523
451460086,0.000819672,1220
1997476788,0.000819001,1221
mm_29944951_3504459_11473567,0.000802568,2492
2996225656,0.000802568,2492
mm_35016752_3501036_13052462,0.000796178,1256
2161173835,0.000786164,1272
3533117577,0.000761035,1314
mm_18021524_3152351_11046056,0.000761035,7884
3813055282,0.000753012,1328
News_F_Width1,0.000751071,147789
1782380027,0.000749625,1334
Astro_F_Width1,0.000741054,9446
mm_10032051_2374052_9433729,0.000721785,15240
Sports_F_Rectangle,0.000721293,13864
mm_17010637_3076469_10300058,0.000695169,2877
Lady_F_Upright,0.000691563,1446
mm_12581624_3138783_10414681,0.000685871,1458
Fashion_F_Width1,0.000678689,30942
Astro_F_Rectangle,0.000667705,8986
1055023138,0.000666223,1501
discuz_2908326_001,0.000661376,4536
Tech_F_Width1,0.000659382,10616
1967108030,0.000657462,1521
Edu_F_Width1,0.0006544,25978
Fashion_F_Rectangle,0.000617883,22658
mm_25531301_2394807_11156363,0.000612745,1632
Digital_F_Width1,0.000612745,11424
Tech_F_bottom_Width1,0.000598802,1670
mm_10027070_118039_10308280,0.000597831,11709
3198652800,0.000565291,3538
127598132,0.000564972,5310
Astro_2nd_Width2,0.000562324,5335
3500996873,0.000554939,1802
443702222,0.000554734,5408
2073369172,0.000531067,1883
Lady_F_Width1,0.000527426,5688
mm_10032134_3502082_11459720,0.000525578,5708
2122073601,0.00052521,1904
mm_33208362_3404787_11159869,0.000522466,1914
1869506056,0.000514139,1945
mm_10009936_105923_10950458,0.000500501,7992
1105259604,0.00050025,5997
740576138,0.000492854,2029
mm_10839307_2308336_9004871,0.000481464,8308
1554537775,0.000477099,2096
mm_12990852_3067164_11030467,0.000462214,4327
2247403976,0.000440092,9089
mm_32045550_3152709_10441704,0.00043611,2293
3752801920,0.00043592,2294
2069535511,0.000429,4662
discuz_8810998_008,0.000416771,11997
mm_32045550_3152709_10441712,0.000406339,2461
mm_13210812_3478214_11398254,0.000392619,2547
News_Width5,0.000377554,21189
Game_F_Width1,0.000373972,5348
2605654778,0.000364033,2747
3146654513,0.000354359,2822
mm_10029307_121417_10790029,0.000350304,8564
mm_17010637_3076469_10293517,0.000348554,2869
mm_10032134_3463115_11268126,0.000312891,3196
mm_10027070_2459574_9659312,0.000298864,16730
2284287735,0.000297354,3363
339631318,0.000292398,3420
3275265737,0.000289268,3457
2015392487,0.000274876,7276
1089066285,0.000267953,3732
mm_34022157_3445226_11175096,0.000259673,3851
Game_F_Upright,0.000259605,3852
Reading_2nd_Width1,0.000250376,7988
1263358310,0.000243072,4114
1120607322,0.000236211,8467
2625378236,0.000235738,4242
mm_32538462_3424141_11252014,0.000184655,10831
3721625973,0.000175131,5710
mm_10024662_3445902_11178345,0.000170926,35103
PD_PL_F_bottom_Width,0.000166279,6014
mm_31442535_2978450_10307953,0.000162048,6171
4000049139,0.000155836,6417
mm_12990852_3067164_10344358,0.000154727,6463
mm_12990852_3067164_10274414,0.000153069,6533
4017603800,0.000150921,6626
Astro_F_Upright,0.000148291,13487
1402329189,0.000143812,13907
News_Pic_Width2,0.00013637,7333
Ent_F_Upright,0.000111151,71974
mm_10012236_2810451_10618521,0.000105219,9504
1720123646,0.00010445,9574
3798717662,6.87521e-05,14545
ALLINONE_F_Width2,2.18167e-05,91673
2604227051,0,2
3919339492,0,11
3598445794,0,12
2046235970,0,1
2462915389,0,95
1684340986,0,6
3618908062,0,1
2051947338,0,1
2726166967,0,1
3771970118,0,1
4264512603,0,1
3720410132,0,1
524957808,0,1
1930198591,0,32
3411429474,0,6
4258907860,0,1
2421439016,0,1
2698306933,0,1
246543674,0,1
206171285,0,55
1577335033,0,1
4283115891,0,1
413739511,0,1
927443938,0,1
2677424927,0,2
147156565,0,1
2591393231,0,3
1365249557,0,1
932607710,0,1
3734934769,0,1
4183923834,0,24
2757024299,0,63
3911275878,0,7
2585265557,0,1
732009215,0,1
3981840955,0,39
1129760185,0,1
3131371971,0,8
3433910799,0,1
136936969,0,179
3450354280,0,1
3532288430,0,1
2749858258,0,1
1755610030,0,1
1538763376,0,1
2068285963,0,1
1405193506,0,1
3650426933,0,2
112989688,0,1
2841787551,0,111
3576340960,0,1
3319664454,0,11
3553070400,0,11
3565033106,0,1
4113105447,0,1
2936485913,0,2
3291801330,0,3
2672287169,0,1
726248912,0,1
2898495013,0,1
1945547885,0,3
2188914896,0,2
383510864,0,1
3085722276,0,3
1076612992,0,1
725511348,0,1
1173005885,0,1
3190001162,0,1
3953372796,0,1
2831840848,0,1
2945252295,0,1
1307555272,0,1
258189728,0,1
1674898649,0,1
479126824,0,1
2893930407,0,1
1548960356,0,3
1163558862,0,6
4149920942,0,1
474708165,0,2
681290814,0,1
3600258336,0,1
1236328463,0,6
1827089852,0,2
3443844785,0,1
3152171274,0,1
3340957326,0,10
mm_34955955_3463088_11278398,0,252
630884372,0,1
228218313,0,4
3243972513,0,1
1885950356,0,1
4076272146,0,1
2268195980,0,1
3534225413,0,2
1976800216,0,1
1532054727,0,1
3233345269,0,1
2155659626,0,1
2245751986,0,4
2315551156,0,1
3933623573,0,1
2794879873,0,1
669434376,0,1
2197412802,0,1
2654286834,0,1
2781017371,0,1
781740861,0,213
2161576925,0,16
2687881373,0,1
3769026140,0,1
2941692229,0,1
1319237947,0,1
1018455760,0,1
3225634607,0,1
4061216308,0,8
1635378694,0,1
698848191,0,1
1976310589,0,1
2293081655,0,9
1684446375,0,1
1095944928,0,1
3159429985,0,1
215641918,0,1
3918331542,0,2
3204521851,0,1
1974027182,0,1
2438969430,0,1
2998705216,0,5
301757111,0,1
21640087,0,1
3198823576,0,1
385783198,0,2
3769106952,0,49
2752323857,0,4
689958712,0,3
3588396701,0,1
1697431452,0,1
1497271613,0,1
3515612001,0,1
mm_12484699_1644473_11293210,0,515
mm_32050860_3150827_10437917,0,3649
3412040777,0,7
1261819912,0,1
1494325795,0,2
1218388100,0,1
780953219,0,50
4271981093,0,1
205701323,0,1
338664315,0,1
4059226553,0,1
1425794621,0,1
3889454773,0,1
438791298,0,77
1087760210,0,1
4037842799,0,1
1649648750,0,1
549542227,0,32
1664342705,0,1
2824413560,0,3
883400931,0,1
188016226,0,1
717683520,0,32
1111435918,0,1
857690745,0,5
309869730,0,2
1310213251,0,1
3903593839,0,2
3452179147,0,1
1521424285,0,2
1717842321,0,1
1574269713,0,1
2891577450,0,1
2434012839,0,1
3632665126,0,1
4033140925,0,103
153229218,0,1
3073386737,0,1
2395917473,0,50
3099230245,0,1
4247086546,0,1
3667609422,0,1
4292527353,0,5
3259687000,0,1
168732601,0,1
3185861850,0,1
175912113,0,3
1781572302,0,5
3681978085,0,1
1389827894,0,15
3763317652,0,1
3130279238,0,18
3492762159,0,1
2848015743,0,1
264039289,0,1
3869706220,0,1
2888820437,0,1
905963087,0,1
984243938,0,13
1649045239,0,1
1972842188,0,1
2493148777,0,1
1510675910,0,12
3665764740,0,2
273090695,0,2
3665341990,0,1
3917844998,0,1
2764761479,0,1
2029284056,0,1
1837575866,0,1
3307985313,0,1
3125361596,0,1
3368521861,0,3
1296600936,0,1
2302212943,0,1
3477375882,0,1
3011556969,0,4
1250537861,0,1
3642883203,0,1
1260499248,0,1
2856408830,0,1
mm_10007766_3422227_11070299,0,129
115913899,0,1
2197283322,0,1
2649873251,0,1
3649687133,0,5
3729646005,0,1
1211660436,0,17
1777799548,0,5
813280979,0,6
2716778019,0,2
3040766341,0,1
3898916154,0,2
3186997284,0,1
4199964006,0,2
2284040702,0,1
825443053,0,1
2020589466,0,1
1402487914,0,1
3540099667,0,1
3148990409,0,1
1021788944,0,1
2637764252,0,2
124921064,0,2
1595714716,0,1
1740309969,0,1
1502661540,0,1
3057981846,0,1
3243709558,0,3
105304260,0,1
862181510,0,1
2026837139,0,1
312225675,0,1
1817701401,0,1
281209435,0,1
2437005169,0,2
4032536997,0,1
1489355088,0,1
2093031541,0,1
307153009,0,1
3142397397,0,7
35402850,0,1
1113400058,0,1
387193302,0,1
1745484225,0,3
600445840,0,1
1795226898,0,9
1254997409,0,6
3828091822,0,52
2080470464,0,2
311488313,0,8
3270373546,0,12
2022365590,0,1
2157326515,0,1
2233745206,0,2
111058867,0,116
2581393109,0,4
3567608582,0,5
961461993,0,1
1976391994,0,2
429180163,0,24
3586356080,0,210
1845423396,0,1
2066876220,0,1
264303803,0,1
1167441166,0,320
1011201511,0,14
1742215170,0,1
2651065602,0,1
2987074868,0,1
1600754762,0,1
3642118678,0,2
2392602394,0,1
mm_10065060_874976_11001321,0,872
3441000221,0,2
1362204244,0,1
706895050,0,3
2472359727,0,1
mm_13049339_2520298_9473301,0,129
3860908166,0,1
17322606,0,3
2261293906,0,1
3865051510,0,1
1301682425,0,1
2173391074,0,1
2273349000,0,1
1358510254,0,1
2097728996,0,1
246530884,0,1
1626316865,0,3
2800365773,0,1
3738597324,0,482
1078347829,0,1
4068500766,0,5
779522681,0,1
2588356026,0,3
2381011713,0,1
3460512700,0,1
574237319,0,1
362245684,0,1
2960099939,0,1
166543165,0,1
3060024429,0,1
542174704,0,3
1982220708,0,147
2688072090,0,12
2480438964,0,243
mm_31323019_2962261_10953894,0,64
1211199489,0,1
1577618109,0,1
4281124261,0,1
3362070819,0,2
2419252056,0,1
4081329852,0,5
456496462,0,1
1826302842,0,1
1731772986,0,1
354622350,0,1
1128769979,0,3
2648478471,0,2
720329151,0,3
1987283637,0,2
3230921806,0,1
453687454,0,2
1423487891,0,1
1118382144,0,1
430206134,0,1
205423087,0,1
2679247034,0,1
mm_12817676_1752291_10262181,0,4
2833410377,0,2
2671235421,0,1
276832624,0,4
2732427068,0,1
2329274693,0,1
4145035154,0,1
3498633110,0,10
2961474586,0,1
2896964924,0,1
1250593128,0,1
3761393127,0,1
2078172638,0,2
1790506563,0,1
3784822668,0,2
2290892649,0,1
1637506333,0,1
2749587774,0,3
1064083143,0,1
1567512299,0,1
1592448648,0,2
2449856864,0,1
1157281,0,1
3838508477,0,1
2993373519,0,32
2856490347,0,1
1443179408,0,1
1999052174,0,1
3701314890,0,1
1940691921,0,1
3112576501,0,1
3090887043,0,1
1165099241,0,1
3253340549,0,1
155082357,0,1
2719013464,0,1
4221084149,0,4
1576071737,0,1
2918569748,0,2
3021261721,0,3
3669828435,0,1
3301391613,0,2
1875060488,0,1
3044457889,0,9
1882763786,0,1
1877457333,0,38
816084796,0,1
3983690027,0,1
2501483774,0,2
3997090833,0,1
2362844012,0,2
855309113,0,15
111264021,0,45
2985480471,0,1
2153063305,0,26
3267511306,0,1
2900912546,0,1
3395352398,0,1
1647475904,0,1
37952179,0,1
3723296934,0,1
2017177147,0,20
2931298090,0,1
2160527599,0,1
mm_14481330_2061317_9133530,0,844
888589980,0,1
3505412222,0,17
3140227437,0,1
3174261836,0,10
1085010959,0,945
3056247521,0,1
1598406386,0,1
2680752997,0,1
3690892611,0,1
2583266085,0,1
1059884750,0,1
3909550975,0,4
2712201396,0,8
3853448342,0,1
2270420760,0,1
1392861174,0,147
3760578502,0,1
2485002513,0,1
925270847,0,1
958930223,0,5
3683961136,0,2
3387419634,0,2
475549536,0,2
4001125797,0,1
