fpr,tpr
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.998463,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.993611,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.990835,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.989136,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986591,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986261,1
0.986258,1
0.986258,1
0.986258,1
0.986258,1
0.986258,1
0.986258,1
0.986258,1
0.986258,1
0.986258,1
0.986258,1
0.986258,1
0.986258,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.986184,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.985994,1
0.98472,1
0.98472,1
0.98472,1
0.98472,1
0.98472,1
0.98472,1
0.98472,1
0.98472,1
0.98472,1
0.98472,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.976008,1
0.973958,1
0.973958,1
0.973958,1
0.973958,1
0.973958,1
0.973958,1
0.973958,1
0.973958,1
0.97156,1
0.97156,1
0.97156,1
0.97156,1
0.97156,1
0.97156,1
0.97156,1
0.97156,1
0.97156,1
0.97156,1
0.97156,1
0.97156,1
0.97156,1
0.97156,1
0.97156,1
0.97156,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.97004,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.945486,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.938624,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.937616,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.935296,1
0.934324,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932688,1
0.932464,1
0.932464,1
0.932464,1
0.932464,1
0.932464,1
