+------+-------------------+--------------+
| city |        CTR        |     FREQ     |
| 159  |   0.001080205239  | {159: 14812} |
|  14  |  0.0010764262648  |  {14: 6503}  |
|  32  |  0.00107382550336 |  {32: 3725}  |
|  20  |  0.00107112253642 |  {20: 4668}  |
|  29  |  0.00107085489916 |  {29: 5603}  |
| 114  |  0.00105764145955 | {114: 5673}  |
| 254  |  0.00105425350742 | {254: 12331} |
|  0   |  0.00105345855801 |  {0: 56006}  |
| 250  |  0.00104712041885 | {250: 2865}  |
| 310  |  0.00102075535897 | {310: 2939}  |
|  34  |  0.00100351229303 |  {34: 3986}  |
|  44  |  0.00100200400802 |  {44: 4990}  |
| 346  | 0.000996015936255 | {346: 1004}  |
| 236  | 0.000996015936255 | {236: 5020}  |
| 225  | 0.000994233446013 | {225: 5029}  |
| 119  |  0.00099042588313 | {119: 3029}  |
|  21  | 0.000988630746416 |  {21: 2023}  |
| 305  | 0.000971345313259 | {305: 2059}  |
| 239  |  0.00096040511634 | {239: 22907} |
| 115  | 0.000957395883198 | {115: 2089}  |
| 352  | 0.000956480153037 | {352: 2091}  |
| 214  |  0.00095571838165 | {214: 3139}  |
| 380  | 0.000954198473282 | {380: 1048}  |
| 223  | 0.000952078705173 | {223: 9453}  |
| 169  | 0.000942507068803 | {169: 6366}  |
| 104  |  0.00094123974721 | {104: 14874} |
|  52  | 0.000941176470588 |  {52: 4250}  |
|  5   | 0.000940354648039 |  {5: 14888}  |
| 195  |  0.00093896713615 | {195: 2130}  |
| 131  | 0.000937207122774 | {131: 3201}  |
| 124  | 0.000925497454882 | {124: 2161}  |
| 162  | 0.000924641701341 | {162: 6489}  |
| 138  | 0.000923702198411 | {138: 5413}  |
|  26  | 0.000921416348559 |  {26: 7597}  |
| 157  | 0.000920640765973 | {157: 5431}  |
|  19  | 0.000920598388953 |  {19: 4345}  |
|  33  | 0.000918836140888 |  {33: 3265}  |
| 240  | 0.000913480360172 | {240: 7663}  |
|  41  | 0.000910249408338 | {41: 21972}  |
| 215  | 0.000907029478458 | {215: 2205}  |
| 188  | 0.000905679906844 | {188: 7729}  |
| 145  | 0.000904977375566 | {145: 4420}  |
| 128  | 0.000891530460624 | {128: 3365}  |
|  76  | 0.000881834215168 |  {76: 2268}  |
| 229  | 0.000881834215168 | {229: 2268}  |
| 304  | 0.000880669308675 | {304: 2271}  |
|  85  | 0.000878836619298 | {85: 60307}  |
| 180  | 0.000878734622144 | {180: 5690}  |
| 344  | 0.000877192982456 | {344: 1140}  |
| 149  | 0.000859254167383 | {149: 11638} |
| 233  | 0.000857939515264 | {233: 27974} |
| 135  | 0.000855902671639 | {135: 16357} |
|  3   | 0.000855249091298 |  {3: 4677}   |
|  64  | 0.000851607408984 |  {64: 4697}  |
|  87  | 0.000848536274926 |  {87: 7071}  |
| 367  | 0.000847457627119 | {367: 1180}  |
|  15  | 0.000846740050804 |  {15: 4724}  |
| 190  | 0.000846023688663 | {190: 5910}  |
|  95  | 0.000845908259885 | {95: 36647}  |
|  17  | 0.000844356881509 |  {17: 7106}  |
| 184  | 0.000844238075137 | {184: 37904} |
| 164  | 0.000840807174888 | {164: 3568}  |
|  46  | 0.000837520938023 |  {46: 4776}  |
| 213  | 0.000821692686935 | {213: 3651}  |
| 356  | 0.000817661488144 | {356: 1223}  |
| 222  | 0.000816483358148 | {222: 20821} |
| 297  | 0.000811249323959 | {297: 3698}  |
|  82  | 0.000811201636511 | {82: 28353}  |
| 129  | 0.000803567841215 | {129: 24889} |
| 338  | 0.000802053256336 | {338: 6234}  |
| 202  | 0.000795954677404 | {202: 21358} |
| 158  | 0.000795861520096 | {158: 2513}  |
| 226  | 0.000795861520096 | {226: 5026}  |
| 126  | 0.000791631325982 | {126: 17685} |
|  60  |  0.0007826767545  |  {60: 3833}  |
|  50  | 0.000782064650678 |  {50: 3836}  |
| 148  | 0.000777403472402 | {148: 30872} |
| 121  | 0.000777302759425 | {121: 2573}  |
| 334  | 0.000776096235933 | {334: 46386} |
| 399  | 0.000774593338497 | {399: 3873}  |
|  48  | 0.000774443368829 |  {48: 5165}  |
|  61  | 0.000773096250483 |  {61: 2587}  |
|  79  | 0.000772556620268 | {79: 73781}  |
| 341  | 0.000770861437657 | {341: 5189}  |
| 386  | 0.000769033581133 | {386: 3901}  |
| 216  | 0.000766577232656 | {216: 10436} |
|  4   | 0.000763164589163 |  {4: 31448}  |
| 117  | 0.000762631077216 | {117: 5245}  |
| 293  | 0.000757002271007 | {293: 2642}  |
| 181  | 0.000756238971515 | {181: 3967}  |
|  58  | 0.000755287009063 |  {58: 6620}  |
| 101  | 0.000755287009063 | {101: 17212} |
| 168  | 0.000745934656124 | {168: 6703}  |
| 375  | 0.000744652044408 | {375: 14772} |
|  51  | 0.000743126083726 |  {51: 4037}  |
| 228  | 0.000742206828303 | {228: 4042}  |
| 232  |  0.00074092368486 | {232: 4049}  |
| 100  | 0.000738961758729 | {100: 10826} |
| 172  | 0.000737644455373 | {172: 8134}  |
| 130  | 0.000735564545789 | {130: 5438}  |
|  98  | 0.000731885825811 | {98: 12297}  |
| 288  | 0.000731350560702 | {288: 4102}  |
|  84  | 0.000731323132313 | {84: 17776}  |
| 350  | 0.000728332119446 | {350: 1373}  |
| 165  | 0.000720384204909 | {165: 37480} |
| 308  | 0.000719942404608 | {308: 1389}  |
| 204  | 0.000718735026354 | {204: 4174}  |
| 106  | 0.000718184429762 | {106: 6962}  |
| 110  | 0.000717703349282 | {110: 4180}  |
| 151  | 0.000716435019344 | {151: 6979}  |
| 125  | 0.000710732054016 | {125: 19698} |
|  7   | 0.000710479573712 |  {7: 11260}  |
| 155  | 0.000709052233515 | {155: 8462}  |
|  10  |  0.00070771408351 |  {10: 5652}  |
| 317  | 0.000707213578501 | {317: 1414}  |
|  91  | 0.000705716302047 |  {91: 7085}  |
| 289  | 0.000700157535445 | {289: 5713}  |
|  6   | 0.000698812019567 |  {6: 7155}   |
| 285  | 0.000698324022346 | {285: 4296}  |
| 217  | 0.000696019488546 | {217: 83331} |
|  81  | 0.000694168980563 | {81: 40336}  |
|  77  | 0.000693321007627 |  {77: 4327}  |
|  65  | 0.000692041522491 |  {65: 1445}  |
| 345  | 0.000689972401104 | {345: 13044} |
|  1   | 0.000689525950909 | {1: 133425}  |
|  24  | 0.000687285223368 |  {24: 4365}  |
| 189  | 0.000683760683761 | {189: 2925}  |
|  57  | 0.000682419175979 | {57: 11723}  |
| 147  | 0.000678170446839 | {147: 26542} |
| 150  | 0.000671050865656 | {150: 7451}  |
| 379  | 0.000670465973852 | {379: 2983}  |
| 116  | 0.000669792364367 | {116: 4479}  |
| 161  | 0.000666844491864 | {161: 7498}  |
| 171  | 0.000663129973475 | {171: 9048}  |
| 206  | 0.000662251655629 | {206: 4530}  |
| 174  | 0.000659521846661 | {174: 6065}  |
| 122  | 0.000658761528327 | {122: 1518}  |
|  8   | 0.000657894736842 |  {8: 13680}  |
| 205  |  0.00065541536949 | {205: 6103}  |
| 369  | 0.000651147647729 | {369: 6143}  |
| 287  | 0.000648088139987 | {287: 7715}  |
| 333  | 0.000636942675159 | {333: 3140}  |
| 234  | 0.000633312222926 | {234: 11053} |
| 123  | 0.000632511068944 | {123: 3162}  |
|  43  | 0.000632191174611 |  {43: 7909}  |
|  2   | 0.000630758487081 |  {2: 44391}  |
|  59  | 0.000628140703518 |  {59: 1592}  |
| 248  |      0.000625     | {248: 3200}  |
|  22  | 0.000615668770202 |  {22: 6497}  |
|  56  | 0.000608457560085 | {56: 23009}  |
| 212  | 0.000608272506083 | {212: 3288}  |
| 277  | 0.000601081947506 | {277: 59892} |
| 141  |  0.00059995200384 | {141: 8334}  |
| 175  | 0.000596302921884 | {175: 3354}  |
| 220  | 0.000593119810202 | {220: 10116} |
| 381  | 0.000586682311528 | {381: 3409}  |
| 313  | 0.000585823081429 | {313: 1707}  |
| 118  | 0.000584795321637 | {118: 3420}  |
| 349  | 0.000584453535944 | {349: 1711}  |
|  97  | 0.000581322924885 | {97: 24083}  |
| 370  | 0.000579710144928 | {370: 1725}  |
| 192  | 0.000574382538771 | {192: 5223}  |
| 280  | 0.000573284922607 | {280: 5233}  |
| 354  |  0.00057273768614 | {354: 1746}  |
| 309  |  0.00057123272021 | {309: 17506} |
|  25  |  0.00057053202111 |  {25: 7011}  |
| 154  |  0.00056657223796 | {154: 12355} |
| 102  | 0.000564546480994 | {102: 5314}  |
|  28  | 0.000564015792442 |  {28: 7092}  |
|  62  | 0.000563539025077 |  {62: 3549}  |
|  36  | 0.000561167227834 |  {36: 1782}  |
|  99  | 0.000560931145702 |  {99: 7131}  |
| 279  | 0.000560695262125 | {279: 3567}  |
| 290  |  0.00056038105912 | {290: 3569}  |
| 153  | 0.000558797963492 | {153: 16106} |
|  86  | 0.000558399255468 | {86: 10745}  |
| 321  | 0.000558347292016 | {321: 1791}  |
| 275  | 0.000557329637886 | {275: 66388} |
| 219  | 0.000555477003252 | {219: 99014} |
| 227  | 0.000554528650647 | {227: 10820} |
| 142  | 0.000552638850511 | {142: 3619}  |
|  96  | 0.000546981832389 | {96: 25595}  |
|  45  | 0.000542593597396 |  {45: 3686}  |
| 282  | 0.000537393640842 | {282: 11165} |
| 108  | 0.000536480686695 | {108: 5592}  |
| 237  | 0.000531632110579 | {237: 1881}  |
| 109  | 0.000527148128624 | {109: 3794}  |
| 384  | 0.000526870389884 | {384: 1898}  |
|  90  | 0.000526094276094 |  {90: 9504}  |
| 284  | 0.000518403317781 | {284: 3858}  |
| 291  | 0.000516706854978 | {291: 5806}  |
|  9   | 0.000516635668527 |  {9: 19356}  |
| 152  | 0.000511479881791 | {152: 17596} |
| 185  | 0.000509424350484 | {185: 3926}  |
|  92  | 0.000507743082001 |  {92: 7878}  |
| 286  | 0.000506265029743 | {286: 7901}  |
|  42  | 0.000495022276002 | {42: 18181}  |
|  67  | 0.000493096646943 |  {67: 6084}  |
|  88  | 0.000492125984252 |  {88: 6096}  |
| 301  | 0.000490918016691 | {301: 4074}  |
|  13  | 0.000488003253355 | {13: 12295}  |
| 337  |  0.00048465266559 | {337: 6190}  |
| 348  | 0.000480538202787 | {348: 2081}  |
| 311  |  0.00047460844803 | {311: 2107}  |
| 343  | 0.000474383301708 | {343: 2108}  |
| 177  | 0.000473821369344 | {177: 8442}  |
| 353  | 0.000472366556448 | {353: 2117}  |
| 278  | 0.000469263256687 | {278: 4262}  |
|  27  | 0.000465549348231 |  {27: 2148}  |
| 208  |  0.00046468401487 | {208: 4304}  |
| 156  | 0.000452949835806 | {156: 8831}  |
| 303  | 0.000452488687783 | {303: 2210}  |
|  35  |  0.0004502476362  |  {35: 2221}  |
|  54  | 0.000446927374302 |  {54: 4475}  |
| 187  | 0.000446495014139 | {187: 6719}  |
|  71  | 0.000439882697947 |  {71: 6820}  |
| 107  | 0.000437158469945 | {107: 18300} |
| 137  | 0.000434971726838 | {137: 2299}  |
| 170  | 0.000431034482759 | {170: 2320}  |
|  18  |  0.00042689434365 |  {18: 4685}  |
| 167  |  0.00042151407857 | {167: 11862} |
| 136  | 0.000418585182085 | {136: 2389}  |
| 241  | 0.000400962309543 | {241: 7482}  |
| 127  |  0.00039989336177 | {127: 7502}  |
| 292  | 0.000393545848091 | {292: 2541}  |
| 276  | 0.000393004519552 | {276: 5089}  |
|  66  | 0.000387053074653 | {66: 20669}  |
| 238  | 0.000384763370527 | {238: 2599}  |
|  93  | 0.000384615384615 |  {93: 5200}  |
| 243  | 0.000376789751319 | {243: 2654}  |
| 134  | 0.000373273609556 | {134: 2679}  |
| 245  | 0.000359971202304 | {245: 2778}  |
|  63  | 0.000359712230216 |  {63: 2780}  |
|  75  |  0.00035701535166 |  {75: 5602}  |
| 179  | 0.000342055755088 | {179: 5847}  |
| 235  | 0.000330906684315 | {235: 3022}  |
| 246  | 0.000309119010819 | {246: 3235}  |
| 160  | 0.000301750150875 | {160: 6628}  |
|  47  | 0.000297353553375 |  {47: 6726}  |
| 281  | 0.000287811195856 | {281: 6949}  |
| 231  |  0.00027808676307 | {231: 3596}  |
| 133  | 0.000267451190158 | {133: 3739}  |
| 218  | 0.000266524520256 | {218: 3752}  |
| 294  | 0.000265957446809 | {294: 3760}  |
| 224  | 0.000264760391845 | {224: 7554}  |
| 176  | 0.000249937515621 | {176: 4001}  |
| 242  |  0.00024485798237 | {242: 4084}  |
|  53  | 0.000241370987207 |  {53: 4143}  |
| 105  | 0.000237755587256 | {105: 4206}  |
|  89  | 0.000229621125144 |  {89: 8710}  |
| 342  | 0.000219442615756 | {342: 4557}  |
| 166  | 0.000218245307726 | {166: 4582}  |
| 143  | 0.000217438573603 | {143: 4599}  |
| 247  | 0.000212585034014 | {247: 4704}  |
|  31  | 0.000203045685279 |  {31: 4925}  |
|  80  | 0.000175131348511 |  {80: 5710}  |
| 397  | 0.000175131348511 | {397: 5710}  |
| 320  |        0.0        | {320: 1328}  |
| 355  |        0.0        | {355: 1034}  |
| 374  |        0.0        |  {374: 61}   |
| 283  |        0.0        | {283: 3610}  |
| 378  |        0.0        | {378: 1464}  |
| 296  |        0.0        |  {296: 907}  |
|  39  |        0.0        |  {39: 803}   |
| 140  |        0.0        | {140: 1148}  |
| 253  |        0.0        |  {253: 262}  |
| 362  |        0.0        |  {362: 176}  |
| 361  |        0.0        |  {361: 567}  |
| 120  |        0.0        | {120: 3716}  |
| 364  |        0.0        |  {364: 274}  |
| 331  |        0.0        |  {331: 64}   |
| 319  |        0.0        | {319: 1567}  |
| 111  |        0.0        | {111: 3176}  |
| 318  |        0.0        | {318: 3100}  |
| 113  |        0.0        | {113: 1875}  |
| 371  |        0.0        | {371: 1225}  |
| 324  |        0.0        |  {324: 156}  |
| 363  |        0.0        |  {363: 72}   |
| 327  |        0.0        |  {327: 81}   |
|  49  |        0.0        |  {49: 4028}  |
| 339  |        0.0        | {339: 2439}  |
| 347  |        0.0        |  {347: 901}  |
|  69  |        0.0        |  {69: 1889}  |
| 335  |        0.0        | {335: 1194}  |
| 376  |        0.0        | {376: 2040}  |
| 358  |        0.0        |  {358: 304}  |
|  94  |        0.0        |  {94: 1699}  |
| 328  |        0.0        |  {328: 45}   |
| 387  |        0.0        | {387: 1549}  |
| 377  |        0.0        |  {377: 653}  |
| 351  |        0.0        | {351: 1084}  |
| 295  |        0.0        | {295: 1060}  |
| 251  |        0.0        | {251: 1381}  |
| 332  |        0.0        |  {332: 122}  |
| 112  |        0.0        | {112: 2503}  |
| 383  |        0.0        |  {383: 395}  |
| 325  |        0.0        |  {325: 86}   |
| 388  |        0.0        |  {388: 715}  |
| 372  |        0.0        |  {372: 770}  |
| 365  |        0.0        |  {365: 99}   |
| 366  |        0.0        |  {366: 67}   |
| 396  |        0.0        |  {396: 56}   |
| 368  |        0.0        | {368: 1069}  |
| 201  |        0.0        | {201: 2139}  |
| 329  |        0.0        |  {329: 49}   |
| 330  |        0.0        |  {330: 32}   |
|  72  |        0.0        |  {72: 2158}  |
| 302  |        0.0        | {302: 1405}  |
| 315  |        0.0        | {315: 1233}  |
+------+-------------------+--------------+
[370 rows x 3 columns]
